,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-08-27,"August 27, 2020",Wagner Equipment ,924 Truman St. NE,Donner Plumbing & Heating Inc.,Boiler,0,15000.0,"$15,000.00",BP-2020-34270,Commercial,Boiler,924,TRUMAN,ST,NE,,18,0000,MURPHY--DANIEL D ADDN,0,15000,WAGNER EQUIPMENT ,DONNER PLUMBING & HEATING INC,20200827,0
1,2020-08-27,"August 27, 2020",Richard Zamora,6604 Rim Rock  NW,Zamora Electric,Existing,0,375000.0,"$375,000.00",BP-2020-20044,Commercial,Existing,6604,RIM ROCK,CIR,NW,,2,2,UNSER CLIFFS,0,375000,RICHARD ZAMORA,ZAMORA ELECTRIC,20200827,0
2,2020-08-27,"August 27, 2020",Wagner Equipment ,9501 Riverdale  NW,Donner Plumbing & Heating Inc.,Boiler,0,1460.0,"$1,460.00",BP-2020-25538,Commercial,Boiler,9501,RIVERDALE,LA,NW,,8,0000,BLACK FARM ESTATES UNIT 1,0,1460,WAGNER EQUIPMENT ,DONNER PLUMBING & HEATING INC,20200827,0
3,2020-08-27,"August 27, 2020",Department Of Defense,2719 Decker Ave. NW,Atlas Electrical Construction Inc.,New,0,8944.0,"$8,944.00",BP-2020-31224,Commercial,New,2719,DECKER,AV,NW,,48,0000,ALVARADO GARDENS UNIT 3,0,8944,DEPARTMENT OF DEFENSE,ATLAS ELECTRICAL CONSTRUCTION INC.,20200827,0
4,2020-08-27,"August 27, 2020",Wagner Equipment ,5823 Ermemin Ave. NW,Donner Plumbing & Heating Inc.,Boiler,0,158729.93,"$158,729.93",BP-2020-35725,Commercial,Boiler,5823,ERMEMIN,AV,NW,,12,5,PARADISE VIEW,0,158729.93,WAGNER EQUIPMENT ,DONNER PLUMBING & HEATING INC,20200827,0
5,2020-08-27,"August 27, 2020",Wagner Equipment ,206 94Th St. SW,Donner Plumbing & Heating Inc.,Boiler,0,1000.0,"$1,000.00",BP-2019-23947,Commercial,Boiler,206,94TH,ST,SW,,22A2A,11,ORIGINAL TOWNSITE OF WESTLAND,0,1000,WAGNER EQUIPMENT ,DONNER PLUMBING & HEATING INC,20200827,0
6,2020-08-25,"August 25, 2020",Verizon Wireless,6225 Buenos Aires Pl. NW,Deviceful Solutions Llc,New,0,64798.0,"$64,798.00",BP-2020-31528,Commercial,New,6225,BUENOS AIRES,PL,NW,,79,0000,VOLCANO CLIFFS UNIT 1,0,64798,VERIZON WIRELESS,DEVICEFUL SOLUTIONS LLC,20200825,0
7,2020-08-25,"August 25, 2020",Civerolo Gralow & Hill Pa,5101 Montano Road NW,Select Security Llc,New,0,25000.0,"$25,000.00",BP-2020-29879,Commercial,New,5101,MONTANO,RD,NW,,3A,0000,TAYLOR RANCH SWIM & TENNIS CLUB,0,25000,CIVEROLO GRALOW & HILL PA,SELECT SECURITY LLC,20200825,0
8,2020-08-25,"August 25, 2020",Presbyterian ,8302 Zuni Road SE,"A-Com Technologies, LLC",Existing,0,5000.0,"$5,000.00",BP-2020-11880,Commercial,Existing,8302,ZUNI,RD,SE,,5,1,IOWANA ADDN,0,5000,PRESBYTERIAN ,"A-COM TECHNOLOGIES, LLC",20200825,0
9,2020-08-25,"August 25, 2020",Verizon Wireless,2505 Wyoming Blvd. NE,Deviceful Solutions Llc,New,0,85000.0,"$85,000.00",BP-2020-05006,Commercial,New,2505,WYOMING,BLVD,NE,,38A,A,SOMBRA DEL MONTE,0,85000,VERIZON WIRELESS,DEVICEFUL SOLUTIONS LLC,20200825,0
10,2020-08-24,"August 24, 2020",Vincente Martinez,11150 Lomas Blvd. NE,B & D Industries Inc.,Appliance,0,5750.0,"$5,750.00",BP-2020-34009,Commercial,Appliance,11150,LOMAS,BLVD,NE,,2A5A1A1,0000,HORNE DEVELOPMENT ADDN,0,5750,VINCENTE MARTINEZ,B & D INDUSTRIES INC,20200824,0
