,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
18,2021-02-22,"February 22, 2021",Treveston Elliott - Cu70987967,12501 Candelaria Road NE,"Treveston Elliott Architect, Enka Construction Llc",Alterations,1215,55000.0,"$55,000.00",BP-2021-01964,Commercial,Alterations,12501,CANDELARIA,RD,NE,,A, ,CANDELARIA & TRAMWAY SW,1215,55000,TREVESTON ELLIOTT - CU70987967,"TREVESTON ELLIOTT ARCHITECT, ENKA CONSTRUCTION LLC",20210222,
19,2021-02-22,"February 22, 2021",Yvette Potkonjak - Cu118723963,9416 Camino San Martin  SW,"Collins Engine Generator Service Inc., State 48 Development Consulting",New Building,3,75000.0,"$75,000.00",BP-2021-04855,Commercial,New Building,9416,CAMINO SAN MARTIN,,SW,,1,87,WESTGATE HEIGHTS ADDN UNIT 4,3,75000,YVETTE POTKONJAK - CU118723963,"COLLINS ENGINE GENERATOR SERVICE INC., STATE 48 DEVELOPMENT CONSULTING",20210222,
20,2021-02-22,"February 22, 2021",Treveston Elliott - Cu70987967,12501 Candelaria Road NE,"Treveston Elliott Architect, Enka Construction Llc",Alterations,1504,55000.0,"$55,000.00",BP-2021-01949,Commercial,Alterations,12501,CANDELARIA,RD,NE,,A, ,CANDELARIA & TRAMWAY SW,1504,55000,TREVESTON ELLIOTT - CU70987967,"TREVESTON ELLIOTT ARCHITECT, ENKA CONSTRUCTION LLC",20210222,
21,2021-02-22,"February 22, 2021",Labor Finders International,5001 Central Ave. NE,Electrical Products Co.,Sign - Commercial Sign,0,1500.0,"$1,500.00",GP-2020-52537,Commercial,Sign - Commercial Sign,5001,CENTRAL,AV,NE,,27,39,VALLEY VIEW ADDN,0,1500,LABOR FINDERS INTERNATIONAL,ELECTRICAL PRODUCTS COMPANY,20210222,0
22,2021-02-22,"February 22, 2021",Wafd Bank,201 3Rd St. NW,Electrical Products Co.,Sign - Commercial Sign,0,8000.0,"$8,000.00",GP-2021-06610,Commercial,Sign - Commercial Sign,201,3RD,ST,NW,,1,0000,ABQ PLAZA,0,8000,WAFD BANK,ELECTRICAL PRODUCTS COMPANY,20210222,0
23,2021-02-22,"February 22, 2021",Stache House,100 Coors Blvd. NW,Electrical Products Co.,Sign - Commercial Sign,0,1800.0,"$1,800.00",GP-2021-07058,Commercial,Sign - Commercial Sign,100,COORS,BLVD,NW,,E,0000,ATRISCO VILLAGE,0,1800,STACHE HOUSE,ELECTRICAL PRODUCTS COMPANY,20210222,0
24,2021-02-22,"February 22, 2021",Amri,4272 Balloon Park Road NE,Scott'S Fencing Company Inc.,Wall - Site Wall > 6ft,0,46631.25,"$46,631.25",GP-2020-45748,Commercial,Wall - Site Wall > 6ft,4272,BALLOON PARK,RD,NE,,1,0000,BALLOON FIELD INDUSTRIAL PARK,0,46631.25,AMRI,"SCOTT'S FENCING COMPANY, INC.",20210222,0
25,2021-02-22,"February 22, 2021",Mcdonald Orthodontics,8010 Palomas Ave. NE,"Signplex, LLC",Sign - Commercial Sign,0,0.0,,GP-2021-06588,Commercial,Sign - Commercial Sign,8010,PALOMAS,AV,NE,,X1A2,22,N ABQ ACRES TR A UNIT A/LOMA DEL NORTE UNIT 9,0,0,MCDONALD ORTHODONTICS,"SIGNPLEX, LLC",20210222,0
26,2021-02-22,"February 22, 2021",Mustang Cafe,8601 Lomas Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,3200.0,"$3,200.00",GP-2021-06720,Commercial,Sign - Commercial Sign,8601,LOMAS,BLVD,NE,,1,0000,RICHARDSON FAMILY TRUST,0,3200,MUSTANG CAFE,ELECTRICAL PRODUCTS COMPANY,20210222,0
27,2021-02-22,"February 22, 2021",Apple Nails,7200 Montgomery Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,2000.0,"$2,000.00",GP-2021-06986,Commercial,Sign - Commercial Sign,7200,MONTGOMERY,BLVD,NE,,M,0000,STARDUST SKIES UNIT 4,0,2000,APPLE NAILS,ELECTRICAL PRODUCTS COMPANY,20210222,0
