,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
10,2022-05-19,"May 19, 2022",Pho Nho Authentic Vietnamese Beef Noodle Soup,2641 Coors Blvd. NW,"Del Rio Signs, LLC",,0,0.0,,GP-2022-20685,Commercial,a commercial sign,2641,COORS,BLVD,NW,,5A,0000,QUAIL RIDGE,0,0,PHO NHO AUTHENTIC VIETNAMESE BEEF NOODLE SOUP,"DEL RIO SIGNS, LLC",20220519,0
11,2022-05-18,"May 18, 2022",Penny Dudley ,5505 Osuna Road NE,Las Ventanas Construction Llc,,1099,1000.0,"$1,000.00",BP-2022-21523,Commercial,a change of use project,5505,OSUNA,RD,NE,,E2,0000,NORTH ACADEMY BUSINESS PARK,1099,1000,PENNY DUDLEY - CU67672060,LAS VENTANAS CONSTRUCTION LLC,20220518,
12,2022-05-18,"May 18, 2022",Mark Mico ,3000 San Pedro  NE,Delinzio Builders Inc.,,1100,16958.27,"$16,958.27",BP-2022-16196,Commercial,alterations,3000,SAN PEDRO,DR,NE,,1,18,KIVA ADDN,1100,16958.27,MARK MICO - CU50261271,"DELINZIO BUILDERS, INC.",20220518,
13,2022-05-18,"May 18, 2022",Club Champion,4320 The 25 Way  NE,"Signplex, LLC",,0,0.0,,GP-2022-21134,Commercial,a commercial sign,4320,THE 25 WAY,,NE,,I1,0000,THE 25,0,0,CLUB CHAMPION,"SIGNPLEX, LLC",20220518,0
14,2022-05-18,"May 18, 2022",Cbm,400 Gold Ave. SW,Electrical Products Co.,,0,1500.0,"$1,500.00",GP-2022-21032,Commercial,a commercial sign,400,GOLD,AV,SW,,1,25,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,0,1500,CBM,ELECTRICAL PRODUCTS COMPANY,20220518,0
15,2022-05-17,"May 17, 2022",Evan Berger ,1416 Mercantile Ave. NE,"Go Construction, LLC, Archis Architects",,1377,50000.0,"$50,000.00",BP-2021-32006,Commercial,alterations,1416,MERCANTILE,AV,NE,,5B2B1,0000,RENAISSANCE CENTER,1377,50000,EVAN BERGER - CU85350100,"GO CONSTRUCTION, LLC, ARCHIS ARCHITECTS",20220517,
16,2022-05-17,"May 17, 2022",Juan Gonzales ,111 Coors Blvd. NW,"Wilger Enterprises Inc., Apmi Inc.",,3000,365000.0,"$365,000.00",BP-2022-04975,Commercial,alterations,111,COORS,BLVD,NW,,A1A2A,0000,HUBBELL PLAZA,3000,365000,JUAN GONZALES - CU151611247,"WILGER ENTERPRISES INC, APMI INC.",20220517,1
17,2022-05-17,"May 17, 2022",Spectrum Services ,1803 Louisiana Blvd. NE,"Vertical 1 Communications, LLC, Spectrum",,15,20000.0,"$20,000.00",BP-2022-16939,Commercial,alterations,1803,LOUISIANA,BLVD,NE,,17,Q,WOOD--BEVERLY ADDN,15,20000,SPECTRUM SERVICES - CU117773546,"VERTICAL 1 COMMUNICATIONS, LLC, SPECTRUM",20220517,
18,2022-05-17,"May 17, 2022",Kent Trauernicht ,9800 Montgomery Blvd. NE,"Architractors, Akt Architects Llc",,2198,12000.0,"$12,000.00",BP-2021-27819,Commercial,alterations,9800,MONTGOMERY,BLVD,NE,,GABALDONS TRACT A,0000,CODA DEVELOPMENT,2198,12000,KENT TRAUERNICHT - CU108491908,"ARCHITRACTORS, AKT ARCHITECTS LLC",20220517,1
19,2022-05-17,"May 17, 2022",Aaron Scott ,8301 Wyoming Blvd. NE,"Hansen & Prezzano/Builders, LLC",,1296,22800.0,"$22,800.00",BP-2022-12480,Commercial,city project,8301,WYOMING,BLVD,NE,,A,0000,NORTH DOMINGO BACA PARK,1296,22800,AARON SCOTT - CU81910201,"HANSEN & PREZZANO/BUILDERS, LLC",20220517,
20,2022-05-17,"May 17, 2022",M'Tucc'S ,3222 Central Ave. SE,Signart Of New Mexico Inc.,,0,0.0,,GP-2022-19713,Commercial,a commercial sign,3222,CENTRAL,AV,SE,,A,41,M & K,0,0,M'TUCC'S ,"SIGNART OF NEW MEXICO, INC.",20220517,0
21,2022-05-16,"May 16, 2022",Wilger Enterprises,423 Wyoming Blvd. SE,Coronado Wrecking & Salvage Co. Inc.,,0,0.0,,GP-2022-22151,Commercial,demolition - demolition,423,WYOMING,BLVD,SE,,2,0000,LINCOLN STORAGE--LANDS OF,0,0,WILGER ENTERPRISES,"CORONADO WRECKING & SALVAGE CO., INC.",20220516,0
22,2022-05-16,"May 16, 2022",Zane Seal ,7200 Bluewater Road NW,"Brunacini, Ga Construction Co. Inc. ",,33936,1542000.0,"$1,542,000.00",BP-2022-15109,Commercial,alterations,7200,BLUEWATER,RD,NW,,C3,0000,ATRISCO BUSINESS PARK UNIT 2,33936,1542000,ZANE SEAL - CU154893202,"BRUNACINI, GA CONSTRUCTION CO. INC. ",20220516,
23,2022-05-16,"May 16, 2022",Ultra Health,3213 Central Ave. NE,Signart Of New Mexico Inc.,,0,0.0,,GP-2022-15276,Commercial,a commercial sign,3213,CENTRAL,AV,NE,,13,7,MONTE VISTA ADDN,0,0,ULTRA HEALTH,"SIGNART OF NEW MEXICO, INC.",20220516,0
24,2022-05-16,"May 16, 2022",Robert  Quintana ,12241 Academy Road NE,"Alexander, Pat Enterprises Inc., Robert Quintana, Aia",,1521,80000.0,"$80,000.00",BP-2022-17096,Commercial,alterations,12241,ACADEMY,RD,NE,,M1A4,0000,TANOAN PROPERTIES,1521,80000,ROBERT  QUINTANA - CU61751232,"ALEXANDER, PAT ENTERPRISES, INC., ROBERT QUINTANA, AIA",20220516,
25,2022-05-16,"May 16, 2022",Juan Gonzales ,111 Coors Blvd. NW,Wilger Enterprises Inc.,,3000,100000.0,"$100,000.00",BP-2022-01376,Commercial,a new building,111,COORS,BLVD,NW,,A1A2A,0000,HUBBELL PLAZA,3000,100000,JUAN GONZALES - CU151611247,WILGER ENTERPRISES INC,20220516,1
