,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-10-12,"October 12, 2020",Public Service Compnay Of New Mexcio,4400 Paseo Del Norte  NE,"Sdv Construction Inc., Architects Studio",Addition,0,30000.0,"$30,000.00",BP-2020-31096,Commercial,Addition,4400,PASEO DEL NORTE,,NE,,REEVES STATION,0000,PNM,0,30000,PUBLIC SERVICE COMPNAY OF NEW MEXCIO,"SDV CONSTRUCTION, INC., ARCHITECTS STUDIO",20201012,0
1,2020-10-09,"October 09, 2020",Verizon Wireless,99999 Southern Ave. SE,"Tsi Tower Services Inc., State 48 Development Consulting",New Building,0,30000.0,"$30,000.00",BP-2020-38617,Commercial,New Building,99999,SOUTHERN,AV,SE,,1,2,MITCHELLS--J C FIRST ADDN,0,30000,VERIZON WIRELESS,"TSI TOWER SERVICES INC, STATE 48 DEVELOPMENT CONSULTING",20201009,0
2,2020-10-09,"October 09, 2020",Victoria Dery / Albuqeurque Bernalillo County Water Utility ,5800 Black Arroyo Blvd. NW,Rmci Inc.,New Building,0,228163.0,"$228,163.00",BP-2020-35197,Commercial,New Building,5800,BLACK ARROYO,BLVD,NW,,B,9,PARADISE HEIGHTS UNIT 4,0,228163,VICTORIA DERY / ALBUQEURQUE BERNALILLO COUNTY WATER UTILITY ,"RMCI, INC.",20201009,0
3,2020-10-09,"October 09, 2020",Verizon Wireless,420 Utah St. SE,"Tsi Tower Services Inc., J5 Infrastructure Partners",Alterations,0,40000.0,"$40,000.00",BP-2019-44174,Commercial,Alterations,420,UTAH,ST,SE,,49,0000,BELL PARK VILLA TOWNHOUSES AMENDED,0,40000,VERIZON WIRELESS,"TSI TOWER SERVICES INC, J5 INFRASTRUCTURE PARTNERS",20201009,0
4,2020-10-09,"October 09, 2020",Victoria Dery / Abcwua,10201 Unser Blvd. NW,Rmci Inc.,Alterations,0,96500.0,"$96,500.00",BP-2020-35196,Commercial,Alterations,10201,UNSER,BLVD,NW,,E1/WELL SITE NEW MEXICO UTILITIES INC.,0000,PARADISE HEIGHTS UNIT 3A,0,96500,VICTORIA DERY / ABCWUA,"RMCI, INC.",20201009,0
5,2020-10-09,"October 09, 2020",Victoria Dery / Albuqeurque Bernalillo County Water Utility ,5800 Black Arroyo Blvd. NW,Rmci Inc.,Wall - Site Wall > 6ft,0,100.0,$100.00,GP-2020-35918,Commercial,Wall - Site Wall > 6ft,5800,BLACK ARROYO,BLVD,NW,,B,9,PARADISE HEIGHTS UNIT 4,0,100,VICTORIA DERY / ALBUQEURQUE BERNALILLO COUNTY WATER UTILITY ,"RMCI, INC.",20201009,0
6,2020-10-09,"October 09, 2020",Cbre,4500 Alexander Blvd. NE,"Klinger Constructors Llc, Mullen Heller Architecture",Alterations,0,100000.0,"$100,000.00",BP-2020-22309,Commercial,Alterations,4500,ALEXANDER,BLVD,NE,,A1,0000,RENAISSANCE 3,0,100000,CBRE,"KLINGER CONSTRUCTORS LLC, MULLEN HELLER ARCHITECTURE",20201009,0
7,2020-10-09,"October 09, 2020",Ups Albuquerque- Haley Brown ,2401 Comanche Road NE,"Trustar Energy, LLC",Addition,0,166000.0,"$166,000.00",BP-2020-32944,Commercial,Addition,2401,COMANCHE,RD,NE,,1,0000,HAHN PARCEL,0,166000,UPS ALBUQUERQUE- HALEY BROWN ,"TRUSTAR ENERGY, LLC",20201009,0
8,2020-10-09,"October 09, 2020",Jim Griffen,6025 Coronado Ave. NE,"Aspen Block, LLC, Treveston Elliott Architect",Change of Use,0,1000.0,"$1,000.00",BP-2020-41643,Commercial,Change of Use,6025,CORONADO,AV,NE,,19,6,N ABQ ACRES TRACT A UNIT A,0,1000,JIM GRIFFEN,"ASPEN BLOCK, LLC, TREVESTON ELLIOTT ARCHITECT",20201009,0
9,2020-10-08,"October 08, 2020",T-Mobile,7000 Phoenix Ave. NE,"Conversion Test Contractor, Spectrum",Alterations,0,20000.0,"$20,000.00",BP-2020-39250,Commercial,Alterations,7000,PHOENIX,AV,NE,,6,3,BROAD ACRES ADDN,0,20000,T-MOBILE,"CONVERSION TEST CONTRACTOR, SPECTRUM",20201008,0
