,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
10,2021-07-06,"July 06, 2021",Denise Baker - Cu23600353,9501 Endee Road NW,D.R.B. Electric Inc.,City Project,3,3800.0,"$3,800.00",BP-2021-20233,Commercial,City Project,9501,ENDEE,RD,NW,,A,0000,SUNDORO SOUTH UNIT 1,3,3800,DENISE BAKER - CU23600353,"D.R.B. ELECTRIC, INC.",20210706,
11,2021-07-06,"July 06, 2021",Daniel Branch - Cu48845897,3001 San Pedro  NE,Broken Arrow Communications Inc.,Alterations,500,25000.0,"$25,000.00",BP-2021-24597,Commercial,Alterations,3001,SAN PEDRO,DR,NE,,21,1,KIVA ADDN,500,25000,DANIEL BRANCH - CU48845897,BROKEN ARROW COMMUNICATIONS INC.,20210706,
12,2021-07-06,"July 06, 2021",Kevin Juno - Cu63388370,2201 Vista Oriente St. NW,"Lassen Enterprises Llc, Juno Architects",New Building,11760,0.0,,BP-2021-29253,Commercial,New Building,2201,VISTA ORIENTE,ST,NW,,1,0000,LADERA BUSINESS PARK UNIT 2,11760,0,KEVIN JUNO - CU63388370,"LASSEN ENTERPRISES LLC, JUNO ARCHITECTS",20210706,
13,2021-07-06,"July 06, 2021",Denise Baker - Cu23600353,2408 Alamogordo  NW,D.R.B. Electric Inc.,City Project,3,5300.0,"$5,300.00",BP-2021-19897,Commercial,City Project,2408,ALAMOGORDO,DR,NW,,A,0000,WEST BLUFF PARK,3,5300,DENISE BAKER - CU23600353,"D.R.B. ELECTRIC, INC.",20210706,
14,2021-07-06,"July 06, 2021",Denise Baker - Cu23600353,7500 Bob Mccannon  NW,D.R.B. Electric Inc.,City Project,3,5300.0,"$5,300.00",BP-2021-20144,Commercial,City Project,7500,BOB MCCANNON,PKWY,NW,,2A,0000,EL RANCHO ATRISCO,3,5300,DENISE BAKER - CU23600353,"D.R.B. ELECTRIC, INC.",20210706,
15,2021-07-06,"July 06, 2021",Kevin Juno - Cu63388370,2201 Vista Oriente St. NW,"Lassen Enterprises Llc, Juno Architects",New Building,78253,720946.0,"$720,946.00",BP-2021-07160,Commercial,New Building,2201,VISTA ORIENTE,ST,NW,,1,0000,LADERA BUSINESS PARK UNIT 2,78253,720946,KEVIN JUNO - CU63388370,"LASSEN ENTERPRISES LLC, JUNO ARCHITECTS",20210706,
16,2021-07-06,"July 06, 2021",Denise Baker - Cu23600353,6100 Sagittarius Ave. NW,D.R.B. Electric Inc.,City Project,3,5300.0,"$5,300.00",BP-2021-19812,Commercial,City Project,6100,SAGITTARIUS,AV,NW,,A1,0000,PARADISE SKIES UNIT 5,3,5300,DENISE BAKER - CU23600353,"D.R.B. ELECTRIC, INC.",20210706,
17,2021-07-06,"July 06, 2021",Denise Baker - Cu23600353,2501 Silver Tree  SW,D.R.B. Electric Inc.,City Project,3,5300.0,"$5,300.00",BP-2021-19904,Commercial,City Project,2501,SILVER TREE,DR,SW,,B/PARK SITE,0000,EL RANCHO GRANDE 1 UNIT 5A,3,5300,DENISE BAKER - CU23600353,"D.R.B. ELECTRIC, INC.",20210706,
18,2021-07-06,"July 06, 2021",Sharkey'S Cuts For Kids,6500 Holly Ave. NE,Electrical Products Co.,Sign - Commercial Sign,0,2200.0,"$2,200.00",GP-2021-24436,Commercial,Sign - Commercial Sign,6500,HOLLY,AV,NE,,A,0000,HOLLY SQUARE,0,2200,SHARKEY'S CUTS FOR KIDS,ELECTRICAL PRODUCTS COMPANY,20210706,0
19,2021-07-06,"July 06, 2021",Kevin Juno - Cu63388370,2201 Vista Oriente St. NW,Lassen Enterprises Llc,Addition,6900,0.0,,BP-2021-29260,Commercial,Addition,2201,VISTA ORIENTE,ST,NW,,1,0000,LADERA BUSINESS PARK UNIT 2,6900,0,KEVIN JUNO - CU63388370,LASSEN ENTERPRISES LLC,20210706,
