,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-11-06,"November 06, 2020",Delia Barrett - Cu33336253,7770 Jefferson St. NE,"Aic General Contractors Inc., Studio Southwest Architects",Alterations,1700,84523.53,"$84,523.53",BP-2020-46848,Commercial,Alterations,7770,JEFFERSON,ST,NE,,2A2BA,0000,JOURNAL CENTER,1700,84523.53,DELIA BARRETT - CU33336253,"AIC GENERAL CONTRACTORS, INC., STUDIO SOUTHWEST ARCHITECTS",20201106,1
1,2020-11-06,"November 06, 2020",Daniel Branch - Cu48845897,5800 Black Arroyo Blvd. NW,"Enertech Resources, LLC, Crown Castle",Alterations,625,25000.0,"$25,000.00",BP-2020-31412,Commercial,Alterations,5800,BLACK ARROYO,BLVD,NW,,B,9,PARADISE HEIGHTS UNIT 4,625,25000,DANIEL BRANCH - CU48845897,"ENERTECH RESOURCES, LLC, CROWN CASTLE",20201106,
2,2020-11-06,"November 06, 2020",Dante Bianchini - Cu122356390,9600 Central Ave. SW,"Snyder Construction, LLC",Foundation,48,8100.0,"$8,100.00",BP-2020-44142,Commercial,Foundation,9600,CENTRAL,AV,SW,,28A1,0000,VISTA,48,8100,DANTE BIANCHINI - CU122356390,"SNYDER CONSTRUCTION, LLC",20201106,
3,2020-11-06,"November 06, 2020",Aaron Scott - Cu81910201,99999 Bear Valley  NW,"Hansen & Prezzano/Builders, LLC",Addition,1280,80000.0,"$80,000.00",BP-2020-44757,Commercial,Addition,99999,BEAR VALLEY,LA,NW,,TR 8,0000,INSPIRATION PHASE 1C,1280,80000,AARON SCOTT - CU81910201,"HANSEN & PREZZANO/BUILDERS, LLC",20201106,
4,2020-11-05,"November 05, 2020",Jed Nitzel - Cu105063166,13120 Central Ave. SE,Eagle Renovation & Construction Llc,Addition,100,5000.0,"$5,000.00",BP-2020-43645,Commercial,Addition,13120,CENTRAL,AV,SE,,B1,0000,FOUR HILLS VILLAGE SHOPPING CTR & APT COMPLEX,100,5000,JED NITZEL - CU105063166,EAGLE RENOVATION & CONSTRUCTION LLC,20201105,
5,2020-11-05,"November 05, 2020",Sharetea,6125 Montgomery Blvd. NE,Electrical Products Co.,Sign - Commercial Sign,0,5000.0,"$5,000.00",GP-2020-45938,Commercial,Sign - Commercial Sign,6125,MONTGOMERY,BLVD,NE,,A-SELY PORTION OF,0000,GRANADA TERRACE ADDN,0,5000,SHARETEA,ELECTRICAL PRODUCTS COMPANY,20201105,0
6,2020-11-05,"November 05, 2020",Boan Ngo - Cu109483514,5100 Mesa Del Oso Road NE,Bongo Contractors Llc,Change of Use,2317,0.0,,BP-2020-48598,Commercial,Change of Use,5100,MESA DEL OSO,RD,NE,,D1,0000,MESA DEL OSO,2317,0,BOAN NGO - CU109483514,BONGO CONTRACTORS LLC,20201105,
7,2020-11-05,"November 05, 2020",Boan Ngo - Cu109483514,4931 Arroyo Chamisa Road NE,Bongo Contractors Llc,Change of Use,2317,0.0,,BP-2020-48934,Commercial,Change of Use,4931,ARROYO CHAMISA,RD,NE,,D2,0000,ARROYO CHAMISA,2317,0,BOAN NGO - CU109483514,BONGO CONTRACTORS LLC,20201105,
8,2020-11-05,"November 05, 2020",Boan Ngo - Cu109483514,4931 Arroyo Chamisa Road NE,Bongo Contractors Llc,Change of Use,2317,0.0,,BP-2020-48947,Commercial,Change of Use,4931,ARROYO CHAMISA,RD,NE,,D2,0000,ARROYO CHAMISA,2317,0,BOAN NGO - CU109483514,BONGO CONTRACTORS LLC,20201105,
9,2020-11-05,"November 05, 2020",Boan Ngo - Cu109483514,4931 Arroyo Chamisa Road NE,Bongo Contractors Llc,Change of Use,4930,0.0,,BP-2020-48961,Commercial,Change of Use,4931,ARROYO CHAMISA,RD,NE,,D2,0000,ARROYO CHAMISA,4930,0,BOAN NGO - CU109483514,BONGO CONTRACTORS LLC,20201105,
