,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
10,2022-03-03,"Mar 03, 2022",Brittney Sawyer ,6001 Indian School Road NE,"Aria Studio Consultants Inc., Innovate Construction Llc",,6105,90000.0,"$90,000.00",BP-2022-01070,Commercial,alterations,6001,INDIAN SCHOOL,RD,NE,,2B1,0000,BELLAMAH OFFICE ADDN,6105,90000,BRITTNEY SAWYER - CU112846635,"ARIA STUDIO CONSULTANTS, INC., INNOVATE CONSTRUCTION LLC",20220303,1
11,2022-03-03,"Mar 03, 2022",Jim Macmillian,1525 Candelaria Road NE,C&C Services Commercial Construction Llc,,0,0.0,,GP-2022-08001,Commercial,demolition - demolition,1525,CANDELARIA,RD,NE,,2,0000,MAC FRITZ,0,0,JIM MACMILLIAN,C&C SERVICES COMMERCIAL CONSTRUCTION LLC,20220303,0
12,2022-03-02,"Mar 02, 2022",Jane Swallows ,9601 Sage Road SW,"J5 Infrastructure Partners, Qualtek Wireless Llc",,10,30000.0,"$30,000.00",BP-2022-02919,Commercial,a new building,9601,SAGE,RD,SW,,B,0000,WESTVIEW TOWNHOMES ADDN,10,30000,JANE SWALLOWS - CU94536665,"J5 INFRASTRUCTURE PARTNERS, QUALTEK WIRELESS LLC",20220302,
13,2022-03-02,"Mar 02, 2022",Jane Swallows ,1032 82Nd St. SW,"J5 Infrastructure Partners, Qualtek Wireless Llc",,10,30000.0,"$30,000.00",BP-2022-03452,Commercial,a new building,1032,82ND,ST,SW,,3-P1,3,DESERT SAGE,10,30000,JANE SWALLOWS - CU94536665,"J5 INFRASTRUCTURE PARTNERS, QUALTEK WIRELESS LLC",20220302,
14,2022-03-02,"Mar 02, 2022",Michelle Allison ,306 Hazeldine Ave. SW,"A-Fel Construction, Strata Design Llc",,4330,150000.0,"$150,000.00",BP-2021-19342,Commercial,alterations,306,HAZELDINE,AV,SW,,3,L,ATLANTIC & PACIFIC ADDN,4330,150000,MICHELLE ALLISON - CU61684084,"A-FEL CONSTRUCTION, STRATA DESIGN LLC",20220302,
15,2022-03-02,"Mar 02, 2022",Jane Swallows ,700 Sunbear  SW,"J5 Infrastructure Partners, Qualtek Wireless Llc",,10,30000.0,"$30,000.00",BP-2022-03361,Commercial,a new building,700,SUNBEAR,DR,SW,,1,1,SUNSET WEST UNIT 4,10,30000,JANE SWALLOWS - CU94536665,"J5 INFRASTRUCTURE PARTNERS, QUALTEK WIRELESS LLC",20220302,
16,2022-03-02,"Mar 02, 2022",Jane Swallows ,414 Lead Ave. SW,"J5 Infrastructure Partners, Qualtek Wireless Llc",,10,30000.0,"$30,000.00",BP-2022-03258,Commercial,a new building,414,LEAD,AV,SW,,24,32,NEW MEXICO TOWN COMPANYS ORIGINAL TOWNSITE,10,30000,JANE SWALLOWS - CU94536665,"J5 INFRASTRUCTURE PARTNERS, QUALTEK WIRELESS LLC",20220302,
17,2022-03-02,"Mar 02, 2022",Jane Swallows ,9012 Sunbow Ave. SW,"J5 Infrastructure Partners, Qualtek Wireless Llc",,10,30000.0,"$30,000.00",BP-2022-03449,Commercial,a new building,9012,SUNBOW,AV,SW,,1,7,SUNSET WEST ADDN UNIT 2,10,30000,JANE SWALLOWS - CU94536665,"J5 INFRASTRUCTURE PARTNERS, QUALTEK WIRELESS LLC",20220302,
18,2022-03-02,"Mar 02, 2022",Kyle Trepagnier ,10800 Gibson Ave. SE,"Klinger Constructors Llc, Dekker Perich Sabatini",,34900,2000000.0,"$2,000,000.00",BP-2022-03821,Commercial,alterations,10800,GIBSON,AV,SE,,E1,0000,SANDIA SCIENCE AND TECHNOLOGY PARK,34900,2000000,KYLE TREPAGNIER - CU99540771,"KLINGER CONSTRUCTORS LLC, DEKKER PERICH SABATINI",20220302,
19,2022-03-01,"Mar 01, 2022",Les Gutierrez ,1216 4Th St. NW,Tsi Tower Services Inc.,,15,17000.0,"$17,000.00",BP-2022-01768,Commercial,a new building,1216,4TH,ST,NW,,4A,6,PARIS ADDN,15,17000,LES GUTIERREZ - CU61105757,TSI TOWER SERVICES INC,20220301,
20,2022-03-01,"Mar 01, 2022",Les Gutierrez ,9300 Golf Course Road NW,Tsi Tower Services Inc.,,15,17000.0,"$17,000.00",BP-2022-02197,Commercial,a new building,9300,GOLF COURSE,RD,NW,,5C,0000,PARADISE VALLEY,15,17000,LES GUTIERREZ - CU61105757,TSI TOWER SERVICES INC,20220301,
21,2022-03-01,"Mar 01, 2022",Chase Bank,111 Coors Blvd. NW,Electrical Products Co.,,0,1000.0,"$1,000.00",GP-2022-05685,Commercial,a commercial sign,111,COORS,BLVD,NW,,B1A,0000,HUBBELL PLAZA,0,1000,CHASE BANK,ELECTRICAL PRODUCTS COMPANY,20220301,0
22,2022-03-01,"Mar 01, 2022",Robert Golden ,5712 Paradise Blvd. NW,"Del Rey Construction, LLC",,500,5000.0,"$5,000.00",BP-2021-06132,Commercial,alterations,5712,PARADISE,BLVD,NW,,UNPLATTED/CHURCH SITE,0000,UNPLATTED,500,5000,ROBERT GOLDEN - CU23091221,"DEL REY CONSTRUCTION, LLC",20220301,
23,2022-03-01,"Mar 01, 2022",Les Gutierrez ,4821 Eubank Blvd. NE,Tsi Tower Services Inc.,,15,17000.0,"$17,000.00",BP-2022-01788,Commercial,a new building,4821,EUBANK,BLVD,NE,,3,0000,CALMAT,15,17000,LES GUTIERREZ - CU61105757,TSI TOWER SERVICES INC,20220301,
24,2022-03-01,"Mar 01, 2022",Les Gutierrez ,4824 Mcmahon Blvd. NW,Tsi Tower Services Inc.,,15,15000.0,"$15,000.00",BP-2022-02203,Commercial,a new building,4824,MCMAHON,BLVD,NW,,R3,0000,HORIZON CORPORATION,15,15000,LES GUTIERREZ - CU61105757,TSI TOWER SERVICES INC,20220301,
25,2022-03-01,"Mar 01, 2022",Apple Blossoms Florist,9211 Coors Blvd. NW,Electrical Products Co.,,0,1500.0,"$1,500.00",GP-2022-05883,Commercial,a commercial sign,9211,COORS,BLVD,NW,,A1A1,0000,PLAZA AT PASEO DEL NORTE,0,1500,APPLE BLOSSOMS FLORIST,ELECTRICAL PRODUCTS COMPANY,20220301,0
26,2022-03-01,"Mar 01, 2022",Loves,2200 6Th St. NW,Electrical Products Co.,,0,1500.0,"$1,500.00",GP-2022-05911,Commercial,a commercial sign,2200,6TH,ST,NW,,B,0000,ALEXANDER CENTER,0,1500,LOVES,ELECTRICAL PRODUCTS COMPANY,20220301,0
27,2022-03-01,"Mar 01, 2022",Ali Al-Gahmi ,1835 Candelaria Road NW,"Seagers Construction, LLC",,800,163000.0,"$163,000.00",BP-2021-44135,Commercial,alterations,1835,CANDELARIA,RD,NW,,61A,0000,MRGCD MAP 34,800,163000,ALI AL-GAHMI - CU103635628,"SEAGERS CONSTRUCTION, LLC",20220301,
28,2022-03-01,"Mar 01, 2022",Ultra Health,8104 Wyoming Blvd. NE,Electrical Products Co.,,0,1000.0,"$1,000.00",GP-2021-53696,Commercial,a commercial sign,8104,WYOMING,BLVD,NE,,8A,20,N ABQ ACRES TR 2 UNIT 3,0,1000,ULTRA HEALTH,ELECTRICAL PRODUCTS COMPANY,20220301,0
29,2022-03-01,"Mar 01, 2022",Ricardo Medrano ,6370 Coors Blvd. NW,Affordable Solar Installation Inc.,,1928,167832.0,"$167,832.00",BP-2021-52742,Commercial,an addition,6370,COORS,BLVD,NW,,6A,0000,BOSQUE PLAZA,1928,167832,RICARDO MEDRANO - CU23058137,"AFFORDABLE SOLAR INSTALLATION, INC",20220301,1
30,2022-03-01,"Mar 01, 2022",Les Gutierrez ,4701 Juan Tabo Blvd. NE,Tsi Tower Services Inc.,,20,15000.0,"$15,000.00",BP-2022-01761,Commercial,alterations,4701,JUAN TABO,BLVD,NE,,C1,0000,ABQ PUBLIC SCHOOLS TRACT NO 34,20,15000,LES GUTIERREZ - CU61105757,TSI TOWER SERVICES INC,20220301,
31,2022-03-01,"Mar 01, 2022",Db Schenker,3101 Menaul Blvd. NE,Electrical Products Co.,,0,1500.0,"$1,500.00",GP-2022-00400,Commercial,a commercial sign,3101,MENAUL,BLVD,NE,,C,C,AMERICAN SQUARE,0,1500,DB SCHENKER,ELECTRICAL PRODUCTS COMPANY,20220301,0
32,2022-03-01,"Mar 01, 2022",Goldust Nail Lounge,10131 Coors Blvd. NW,"Del Rio Signs, LLC",,0,0.0,,GP-2022-04841,Commercial,a commercial sign,10131,COORS,BLVD,NW,,E1,0000,ALAMEDA WEST,0,0,GOLDUST NAIL LOUNGE,"DEL RIO SIGNS, LLC",20220301,0
33,2022-02-28,"Feb 28, 2022",Regina Okoye ,9100 Pan American Frwy  NE,"Modulus Architects Inc., Rycon Construction Inc.",,19884,5797487.0,"$5,797,487.00",BP-2021-30141,Commercial,a new building,9100,PAN AMERICAN FRWY,,NE,,13,8,N ABQ ACRES TR A UNIT B,19884,5797487,REGINA OKOYE - CU114172906,"MODULUS ARCHITECTS, INC, RYCON CONSTRUCTION, INC.",20220228,
34,2022-02-28,"Feb 28, 2022",Charles Berger ,705 Osuna Road NE,Wilger Enterprises Inc.,,50770,6500000.0,"$6,500,000.00",BP-2021-44584,Commercial,an addition,705,OSUNA,RD,NE,,L1,0000,VISTA DEL NORTE,50770,6500000,CHARLES BERGER - CU146166552,WILGER ENTERPRISES INC,20220228,
35,2022-02-28,"Feb 28, 2022",Carol Kincheloe ,522 Virginia St. SE,"Enertech Resources, Llc, Tower Engineering Professionals Inc.",,6800,30000.0,"$30,000.00",BP-2021-33019,Commercial,alterations,522,VIRGINIA,ST,SE,,2B,0000,HAGER INDUSTRIAL PARK NO 1,6800,30000,CAROL KINCHELOE - CU140833097,"ENERTECH RESOURCES, LLC, TOWER ENGINEERING PROFESSIONALS INC",20220228,
36,2022-02-28,"Feb 28, 2022",Jordyn Moreland ,7601 Montgomery Blvd. NE,"North Bar Industries, LLC, Crown Castle",,35,45000.0,"$45,000.00",BP-2022-06719,Commercial,alterations,7601,MONTGOMERY,BLVD,NE,,C1,0000,H E D,35,45000,JORDYN MORELAND - CU148780440,"NORTH BAR INDUSTRIES, LLC, CROWN CASTLE",20220228,
