,proper_date,permit_date,owner_name,combined_address,contractor_name,type_of_work,int_sq_feet,int_valuation,currency_valuation,ApplicationPermitNumber,CommercialorResidential,TypeofWork,SiteNumber,SiteStreet,SiteStreetType,SiteStreetDirectional,SiteZip,Lot,Block,Subdivision,TotalSquareFeet,PlanCheckValuation,OwnerName,ContractorName,IssueDate,NumberOfUnits
0,2020-12-04,"December 04, 2020",M'Tucci'S,4939 Pan American Frwy  NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2020-46996,Commercial,Sign - Commercial Sign,4939,PAN AMERICAN FRWY,,NE,,A1B2,0000,CRYER PROPERTY,0,0,M'TUCCI'S,"SIGNART OF NEW MEXICO, INC.",20201204,0
1,2020-12-04,"December 04, 2020",Vitalent/Lance Soderman,1515 University Blvd. NE,Alan White Signs Llc,Sign - Commercial Sign,0,0.0,,GP-2020-50128,Commercial,Sign - Commercial Sign,1515,UNIVERSITY,BLVD,NE,,B2,0000,SURGICAL ASSOC PA PROFIT SHARING PLAN & TRUST,0,0,VITALENT/LANCE SODERMAN,ALAN WHITE SIGNS LLC,20201204,0
2,2020-12-04,"December 04, 2020",Jessica Pompa - Cu105525227,1828 Tierra Del Oso  NW,"Tsi Tower Services Inc., Md7 Llc",New Building,10,75000.0,"$75,000.00",BP-2020-48118,Commercial,New Building,1828,TIERRA DEL OSO,DR,NW,,1,0000,LA MESA DEL OESTE UNIT 2,10,75000,JESSICA POMPA - CU105525227,"TSI TOWER SERVICES INC, MD7 LLC",20201204,
3,2020-12-04,"December 04, 2020",Daniel Branch - Cu48845897,7601 Montgomery Blvd. NE,"Enertech Resources, LLC, Crown Castle",Alterations,713,25000.0,"$25,000.00",BP-2020-46782,Commercial,Alterations,7601,MONTGOMERY,BLVD,NE,,C1,0000,H E D,713,25000,DANIEL BRANCH - CU48845897,"ENERTECH RESOURCES, LLC, CROWN CASTLE",20201204,
4,2020-12-04,"December 04, 2020",Jessica Pompa - Cu105525227,2020 Rosewood Ave. NW,"Tsi Tower Services Inc., Md7 Llc",New Building,10,75000.0,"$75,000.00",BP-2020-48097,Commercial,New Building,2020,ROSEWOOD,AV,NW,,1,K,CIELO DORADO,10,75000,JESSICA POMPA - CU105525227,"TSI TOWER SERVICES INC, MD7 LLC",20201204,
5,2020-12-04,"December 04, 2020",Delia Barrett - Cu33336253,7770 Jefferson St. NE,"Aic General Contractors Inc., Studio Southwest Architects",Alterations,3654,150000.0,"$150,000.00",BP-2020-49149,Commercial,Alterations,7770,JEFFERSON,ST,NE,,2A2BA,0000,JOURNAL CENTER,3654,150000,DELIA BARRETT - CU33336253,"AIC GENERAL CONTRACTORS, INC., STUDIO SOUTHWEST ARCHITECTS",20201204,1
6,2020-12-04,"December 04, 2020",Tenant Sign,10415 Central Ave. NE,Signart Of New Mexico Inc.,Sign - Commercial Sign,0,0.0,,GP-2020-47896,Commercial,Sign - Commercial Sign,10415,CENTRAL,AV,NE,,A1,0000,BELLAMAHS CENTRAL ADDN,0,0,TENANT SIGN,"SIGNART OF NEW MEXICO, INC.",20201204,0
7,2020-12-04,"December 04, 2020",Daniel Branch - Cu48845897,6310 4Th St. NW,"Enertech Resources, LLC, Crown Castle",Alterations,432,25000.0,"$25,000.00",BP-2020-38069,Commercial,Alterations,6310,4TH,ST,NW,,A,0000,CORRIZ--RALPH & MONICA,432,25000,DANIEL BRANCH - CU48845897,"ENERTECH RESOURCES, LLC, CROWN CASTLE",20201204,
8,2020-12-04,"December 04, 2020",Daniel Branch - Cu48845897,4301 Atrisco  NW,"Enertech Resources, LLC, Crown Castle",Alterations,1140,25000.0,"$25,000.00",BP-2020-30055,Commercial,Alterations,4301,ATRISCO,DR,NW,,A,1,SLOANS ACRES,1140,25000,DANIEL BRANCH - CU48845897,"ENERTECH RESOURCES, LLC, CROWN CASTLE",20201204,
9,2020-12-04,"December 04, 2020",Jessica Pompa - Cu105525227,7409 Starwood  NW,"Collins Engine Generator Service Inc., Md7 Llc",New Building,10,75000.0,"$75,000.00",BP-2020-48041,Commercial,New Building,7409,STARWOOD,DR,NW,,19,0000,LAURELWOOD SOUTH,10,75000,JESSICA POMPA - CU105525227,"COLLINS ENGINE GENERATOR SERVICE INC., MD7 LLC",20201204,
10,2020-12-04,"December 04, 2020",Quality Mazda,8101 Lomas Blvd. NE,"Signplex, LLC",Sign - Commercial Sign,0,0.0,,GP-2020-51422,Commercial,Sign - Commercial Sign,8101,LOMAS,BLVD,NE,,13,22,EAST END ADDN,0,0,QUALITY MAZDA,"SIGNPLEX, LLC",20201204,0
11,2020-12-03,"December 03, 2020",Kent  Beierle - Cu91997231,5700 Harper  NE,Enterprise Builders Corp.,Alterations,638,0.0,,BP-2020-53257,Commercial,Alterations,5700,HARPER,DR,NE,,B4A,0000,ACADEMY ACRES UNIT 5,638,0,KENT  BEIERLE - CU91997231,ENTERPRISE BUILDERS CORPORATION,20201203,
12,2020-12-03,"December 03, 2020",Drew Fisher - Cu110427181,7445 Pan American Frwy  NE,"Jaynes Corp., Fbt Architects",Alterations,25548,25000.0,"$25,000.00",BP-2020-46850,Commercial,Alterations,7445,PAN AMERICAN FRWY,,NE,,A1A3,0000,ACADEMY FOR BOYS,25548,25000,DREW FISHER - CU110427181,"JAYNES CORPORATION, FBT ARCHITECTS",20201203,0
